workerid,year,sex,age,start_year,region,treated,earnings,sample_weight,quarter_birth,schooling
139,1998,M,47,1995,2,0,67981.508,.5088954,2,17
139,2006,M,55,1995,2,0,281513.75,.057279598,4,17
139,2007,M,56,1995,2,0,141004.23,.72042984,3,17
140,1996,M,45,1995,1,0,37364.414,.71251094,1,18
140,1999,M,48,1995,1,0,99212.938,.021879952,3,18
140,2002,M,51,1995,1,0,47853.586,.0096978983,2,18
141,1999,M,46,1995,3,0,280216.97,.53127718,3,20
141,2000,M,47,1995,3,0,89979.703,.59225738,2,20
141,2001,M,48,1995,3,0,273857,.98394215,2,20
142,2005,M,51,2005,1,0,310361.22,.12057983,4,15
142,2008,M,54,2005,1,0,131472.45,.34094575,1,15
142,2009,M,55,2005,1,0,8580.2568,.96636152,2,15
142,2011,M,57,2005,1,0,15560.151,.92051268,1,15
143,1996,M,40,1995,3,0,126440.95,.61355853,1,16
143,2000,M,44,1995,3,0,188830.33,.92896461,3,16
143,2003,M,47,1995,3,0,62249.004,.91733378,3,16
144,1996,M,38,1995,2,1,30215.396,.53355587,3,15
144,1998,M,40,1995,2,1,94883.906,.3588922,3,15
144,1999,M,41,1995,2,1,210424.73,.73480767,2,15
144,2000,M,42,1995,2,1,11644.085,.3672078,4,15
145,1995,M,36,1995,1,1,7027.1162,.94387811,3,13
145,1998,M,39,1995,1,1,83882.688,.89789391,3,13
145,2011,M,52,1995,1,1,56660.707,.13704352,3,13
146,2003,M,44,1995,1,0,82355.547,.56371087,3,16
146,2004,M,45,1995,1,0,17512.492,.18927884,4,16
146,2005,M,46,1995,1,0,159116.5,.7995382,3,16
147,1998,M,37,1995,1,0,21433.094,.55933511,2,19
147,2003,M,42,1995,1,0,72455.586,.83449525,2,19
148,2007,M,46,1995,2,0,346166.5,.083604313,2,17
148,2010,M,49,1995,2,0,245915.2,.77127177,2,17
148,2011,M,50,1995,2,0,41589.348,.76837689,3,17
149,1999,M,37,1998,1,0,536130.25,.60301995,4,18
149,2000,M,38,1998,1,0,73115.75,.078341953,4,18
149,2010,M,48,1998,1,0,98475.219,.18895045,2,18
149,2011,M,49,1998,1,0,127356.7,.36434102,3,18
150,2003,M,40,1995,1,0,13805.766,.63894308,3,16
150,2006,M,43,1995,1,0,317645.09,.66320235,3,16
150,2009,M,46,1995,1,0,100454.91,.87900925,3,16
151,2006,M,39,1995,4,1,59245.238,.57413274,2,14
151,2007,M,40,1995,4,1,69464.008,.47204053,3,14
151,2009,M,42,1995,4,1,17206.688,.56224906,3,14
152,1996,M,60,1996,1,1,22374.953,.066781387,2,16
152,1997,M,61,1996,1,1,44762.727,.44884023,3,16
153,1996,M,52,1995,3,0,66915.648,.88614321,2,18
153,1998,M,54,1995,3,0,182750.31,.8118329,4,18
153,2000,M,56,1995,3,0,28295.262,.054426268,3,18
153,2006,M,62,1995,3,0,137032.02,.064093448,3,18
154,1995,M,51,1995,4,0,16695.895,.60733271,1,12
154,2001,M,57,1995,4,0,38072.574,.51111776,4,12
155,1996,M,47,1995,1,0,952364.13,.43691695,3,18
155,2005,M,56,1995,1,0,29465.594,.8924647,2,18
156,1996,M,47,1995,4,0,278623.5,.48531449,3,22
156,1999,M,50,1995,4,0,273728.22,.077686734,1,22
157,1999,M,48,1995,3,0,100117.14,.54525024,2,17
157,2002,M,51,1995,3,0,41762.82,.46345502,2,17
157,2003,M,52,1995,3,0,505159.59,.97125417,2,17
157,2005,M,54,1995,3,0,16330.023,.85843801,2,17
158,1998,M,45,1996,4,0,91346.797,.73710436,3,19
158,2003,M,50,1996,4,0,108343.64,.19456987,2,19
158,2004,M,51,1996,4,0,118981.72,.85088712,3,19
158,2005,M,52,1996,4,0,267958.72,.4181844,3,19
159,2007,M,49,2007,4,0,634993.19,.71624696,4,23
159,2008,M,50,2007,4,0,392411.28,.38044885,2,23
160,1995,M,35,1995,4,1,23255.336,.19473237,1,14
160,1998,M,38,1995,4,1,41520.148,.73833334,4,14
160,2008,M,48,1995,4,1,19298.883,.66136628,3,14
160,2009,M,49,1995,4,1,15068.888,.46860105,2,14
161,1995,M,34,1995,5,0,98984.734,.58226991,4,18
161,1996,M,35,1995,5,0,22667.236,.51245356,3,18
161,2000,M,39,1995,5,0,51758.305,.34289646,2,18
161,2002,M,41,1995,5,0,73787.398,.78350288,1,18
162,2001,M,39,2000,5,0,43995.074,.73061156,3,18
162,2007,M,45,2000,4,0,160042.47,.44153211,3,18
162,2008,M,46,2000,4,0,80224.172,.29554087,2,18
162,2009,M,47,2000,4,0,86320.578,.53962886,1,18
163,1996,M,31,1995,3,0,87501.734,.40905395,3,17
163,1998,M,33,1995,4,0,101277.48,.69478822,2,17
163,2001,M,36,1995,3,0,125411.14,.69688219,4,17
163,2002,M,37,1995,3,0,157679.83,.26647052,3,17
163,2007,M,42,1995,2,0,38696.172,.91374171,2,17
163,2008,M,43,1995,2,0,22131.047,.15202823,1,17
163,2009,M,44,1995,2,0,452107.84,.6663757,4,17
164,2008,M,40,2008,1,0,33968.102,.0079612127,4,14
164,2009,M,41,2008,1,0,14683.021,.74298406,3,14
165,1995,M,49,1995,5,0,38084.93,.80879349,4,19
165,1996,M,50,1995,5,0,137691.52,.60344899,3,19
165,2003,M,57,1995,5,0,59719.734,.15304634,1,19
165,2005,M,59,1995,5,0,32623.063,.85161275,1,19
165,2009,M,63,1995,5,0,29906.6,.86034352,2,19
166,2001,M,54,1998,1,0,37161.469,.45877129,3,17
166,2008,M,61,1998,1,0,115308.66,.73500538,3,17
167,2005,M,55,2000,5,0,2824030.8,.0022461927,3,22
167,2007,M,57,2000,5,0,288403.5,.96839112,2,22
168,2005,M,54,1995,1,0,101851.3,.43636712,3,15
168,2006,M,55,1995,1,0,2470.7205,.71120989,3,15
169,1996,M,44,1995,4,1,89953.078,.32479283,3,16
169,2001,M,49,1995,1,1,28313.203,.031074775,2,16
169,2002,M,50,1995,1,1,32250.334,.17161117,4,16
170,2006,M,53,2006,3,0,45471.223,.69475895,2,19
170,2009,M,56,2006,3,0,542087.56,.20921794,2,19
171,1997,M,44,1995,4,0,161219.25,.15213807,2,18
171,2001,M,48,1995,4,0,123331.15,.83760035,1,18
171,2003,M,50,1995,4,0,89595.953,.87923062,3,18
171,2005,M,52,1995,4,0,149536.16,.77524072,2,18
171,2010,M,57,1995,4,0,480685.03,.12766716,3,18
172,1996,M,40,1995,3,0,85248.656,.88052177,3,17
172,1997,M,41,1995,3,0,42425.156,.91068763,3,17
172,1998,M,42,1995,3,0,197999.77,.37636605,3,17
172,2008,M,52,1995,3,0,126698.77,.52368683,2,17
173,1999,M,43,1997,1,0,184601.56,.19125377,4,18
173,2006,M,50,1997,1,0,63328.863,.34682459,3,18
173,2008,M,52,1997,1,0,61315.219,.91092318,3,18
174,2004,M,47,2004,2,0,200293.25,.021209216,4,19
174,2005,M,48,2004,2,0,35106.406,.93113023,2,19
175,2005,M,45,1995,2,1,12886.644,.61696923,4,13
175,2008,M,48,1995,2,1,37967.512,.79461837,1,13
176,1996,M,36,1995,1,0,287959.09,.5816195,1,15
176,1999,M,39,1995,1,0,11345.948,.16725719,3,15
176,2006,M,46,1995,1,0,50593.355,.011949148,1,15
176,2007,M,47,1995,1,0,68820.672,.8047508,3,15
176,2010,M,50,1995,1,0,87786.539,.17541711,3,15
177,1996,M,49,1996,3,1,71511.367,.72098875,3,14
177,2002,M,55,1996,2,1,14708.575,.77612412,1,14
178,1996,M,47,1995,2,0,390512.63,.29838684,4,18
178,1997,M,48,1995,2,0,57961.094,.39055336,1,18
178,2004,M,55,1995,2,0,42881.207,.85955632,4,18
179,1995,M,42,1995,2,0,4943.2773,.88018161,2,17
179,1996,M,43,1995,2,0,38064.902,.33717,1,17
179,2004,M,51,1995,2,0,312934.25,.21211579,2,17
179,2005,M,52,1995,2,0,62020.867,.6572333,3,17
180,1995,M,41,1995,2,0,95587.102,.2133956,3,15
180,2000,M,46,1995,2,0,96754.141,.97485793,1,15
180,2005,M,51,1995,2,0,26496.064,.84206003,2,15
181,2007,M,50,2003,4,0,599223.5,.13012739,2,21
181,2008,M,51,2003,4,0,171472.22,.90356004,2,21
181,2011,M,54,2003,4,0,2422351.8,.2574752,3,21
182,1995,M,34,1995,1,1,36008.676,.80246717,3,16
182,1999,M,38,1995,1,1,284216.5,.23718745,3,16
182,2001,M,40,1995,1,1,15499.338,.64663434,2,16
182,2002,M,41,1995,1,1,57531.945,.13234282,3,16
182,2005,M,44,1995,1,1,63734.617,.53084224,2,16
183,1996,M,29,1995,4,0,54116.641,.53652656,4,19
183,1999,M,32,1995,4,0,134626.16,.44593021,4,19
184,1995,M,52,1995,5,0,512191.5,.63913405,3,23
184,1998,M,55,1995,5,0,102898.8,.61745483,3,23
185,1995,M,50,1995,3,0,21340.275,.20162998,3,11
185,2004,M,59,1995,3,0,10135.874,.41182557,4,11
186,1995,M,48,1995,1,0,74904.453,.072012879,3,14
186,1996,M,49,1995,1,0,13009.32,.39631113,3,14
186,2001,M,54,1995,1,0,112617.66,.96544486,4,14
186,2004,M,57,1995,1,0,84856.891,.98128682,4,14
187,1998,M,49,1995,5,0,53470.867,.18355274,2,14
187,2001,M,52,1995,5,0,115929.33,.73608029,3,14
188,1998,M,47,1995,1,0,44064.527,.1607677,3,14
188,1999,M,48,1995,1,0,8768.5352,.77977556,4,14
188,2003,M,52,1995,1,0,92301.688,.75547689,3,14
188,2004,M,53,1995,1,0,11530.552,.32151586,3,14
188,2007,M,56,1995,1,0,24424.342,.3858003,3,14
188,2010,M,59,1995,1,0,352334.03,.15556149,3,14
189,2007,M,50,1995,3,0,340221.13,.97561628,4,20
189,2010,M,53,1995,2,0,122424.05,.098077469,3,20
190,2003,M,41,2001,4,0,243486.03,.059587575,2,20
190,2007,M,45,2001,4,0,295951.31,.28727585,1,20
191,1999,M,36,1995,4,0,80013.164,.24864528,4,16
191,2002,M,39,1995,4,0,24617.611,.84018207,3,16
191,2005,M,42,1995,4,0,13103.203,.43079236,2,16
191,2008,M,45,1995,4,0,48568.176,.64728385,3,16
191,2009,M,46,1995,4,0,6817.8799,.14297281,2,16
191,2011,M,48,1995,4,0,40052.742,.74813938,3,16
192,1995,M,29,1995,1,0,26705.703,.56310123,2,15
192,1998,M,32,1995,1,0,9336.7754,.043066498,3,15
192,1999,M,33,1995,1,0,267729.56,.76222092,1,15
192,2005,M,39,1995,4,0,51747.805,.035819925,1,15
192,2006,M,40,1995,4,0,17322.391,.2984122,3,15
192,2008,M,42,1995,4,0,53806.844,.96598941,1,15
193,1996,M,54,1996,4,0,93355.453,.65943772,1,14
193,2000,M,58,1996,4,0,69622.148,.95797002,3,14
194,1995,M,44,1995,1,0,361347.16,.2728734,2,15
194,1996,M,45,1995,1,0,230027.94,.57644278,3,15
194,2004,M,53,1995,1,0,83052.906,.69169652,3,15
195,1995,M,41,1995,1,0,50773.438,.37729609,4,17
195,1996,M,42,1995,1,0,31223.174,.70471305,1,17
195,2004,M,50,1995,4,0,44314.172,.58320528,2,17
195,2005,M,51,1995,4,0,60521.344,.28329593,4,17
196,2000,M,44,1995,2,0,20497.646,.10081065,1,14
196,2001,M,45,1995,2,0,55910.73,.78949404,1,14
196,2006,M,50,1995,2,0,11760.256,.70617294,1,14
197,1999,M,37,1995,1,0,6390.604,.053153872,4,12
197,2000,M,38,1995,1,0,14452.564,.44328424,3,12
197,2002,M,40,1995,1,0,66490.188,.3596856,1,12
198,1996,M,34,1995,1,0,67642.617,.81935388,3,15
198,2000,M,38,1995,1,0,20607.551,.44798639,2,15
198,2003,M,41,1995,1,0,127351.37,.88080674,2,15
198,2008,M,46,1995,1,0,22396.557,.81763655,3,15
199,2000,M,37,1998,4,0,143088.03,.31852043,4,18
199,2007,M,44,1998,4,0,36954.34,.72053784,4,18
200,2007,M,43,2005,5,0,338174.66,.026740285,1,17
200,2008,M,44,2005,5,0,73387.953,.44375074,2,17
200,2011,M,47,2005,5,0,83124.422,.51306051,2,17
201,1998,M,33,1998,4,0,47272.828,.72913057,2,18
201,2001,M,36,1998,4,0,75469.18,.65749502,1,18
202,1999,M,51,1995,2,1,8623.1357,.082838863,2,14
202,2004,M,56,1995,2,1,99386.992,.040651619,2,14
202,2005,M,57,1995,2,1,19573.92,.17072184,2,14
202,2006,M,58,1995,2,1,17640.613,.49936497,3,14
203,1995,M,43,1995,4,1,12237.814,.68708116,2,13
203,1999,M,47,1995,4,1,13173.331,.60055983,4,13
203,2002,M,50,1995,4,1,16301.48,.21091995,3,13
204,1997,M,45,1995,5,0,11692.25,.27409768,1,12
204,2002,M,50,1995,5,0,31032.475,.36948919,1,12
205,1997,M,43,1995,1,0,14432.066,.58773416,3,14
205,1998,M,44,1995,1,0,51628.848,.50367945,4,14
205,2007,M,53,1995,1,0,73393.094,.86073989,2,14
206,1996,M,40,1995,2,0,77943.102,.63793021,3,19
206,2000,M,44,1995,2,0,82019.344,.4839718,1,19
206,2002,M,46,1995,2,0,537636.13,.26583812,2,19
207,2004,M,46,2003,2,1,258045,.27175802,3,16
207,2005,M,47,2003,2,1,221909.42,.14321218,1,16
207,2007,M,49,2003,2,1,14641.322,.48032221,1,16
208,1996,M,30,1995,4,0,24015.381,.0078472849,1,17
208,1999,M,33,1995,4,0,39677.906,.32316652,2,17
208,2009,M,43,1995,4,0,104736.14,.46055946,3,17
208,2010,M,44,1995,4,0,200798,.78244013,3,17
209,2001,M,56,1998,2,1,40893.344,.29401997,2,14
209,2004,M,59,1998,2,1,82917.43,.90375423,2,14
210,1995,M,48,1995,3,0,1194459.8,.039524052,4,18
210,1998,M,51,1995,3,0,53544.547,.27036035,1,18
211,1998,M,47,1995,4,0,600423.5,.14220297,4,19
211,1999,M,48,1995,4,0,124295.06,.40197635,3,19
211,2001,M,50,1995,4,0,159292.42,.89116549,3,19
211,2003,M,52,1995,4,0,191513.53,.53655308,3,19
211,2004,M,53,1995,4,0,94920.703,.53584778,3,19
212,2007,M,52,2004,3,0,83351.625,.34929815,2,17
212,2011,M,56,2004,3,0,94431.945,.18145464,1,17
213,1997,M,36,1997,4,0,76894.055,.67060268,3,19
213,1998,M,37,1997,4,0,199234.3,.40584663,2,19
213,1999,M,38,1997,4,0,316247.47,.5796802,1,19
213,2002,M,41,1997,4,0,126710.5,.2885038,2,19
213,2006,M,45,1997,4,0,172314.94,.38644487,4,19
213,2008,M,47,1997,4,0,90095.594,.50733191,2,19
214,1995,M,31,1995,1,0,237892.2,.27326059,3,14
214,1999,M,35,1995,1,0,54634.824,.68705773,3,14
214,2001,M,37,1995,1,0,29252.316,.97081476,3,14
214,2006,M,42,1995,1,0,61300.152,.61099648,3,14
214,2010,M,46,1995,1,0,24555.221,.40302607,2,14
214,2011,M,47,1995,1,0,18981.689,.8338449,4,14
215,2000,M,33,2000,1,0,211521.03,.23991781,2,17
215,2007,M,40,2000,1,0,47915.059,.57397074,3,17
215,2009,M,42,2000,1,0,74009.648,.12659708,3,17
216,2001,M,57,1998,4,0,25126.869,.26206324,1,17
216,2003,M,59,1998,4,0,49059.887,.76231796,1,17
217,1995,M,49,1995,2,1,20779.094,.62126595,1,13
217,1998,M,52,1995,2,1,18289.352,.33830571,1,13
217,2000,M,54,1995,2,1,52536.672,.19062187,1,13
218,1995,M,48,1995,3,1,12401.521,.41656518,2,13
218,2003,M,56,1995,3,1,26566.139,.93153989,3,13
219,1995,M,46,1995,1,0,14772.879,.76696259,4,12
219,1998,M,49,1995,1,0,8047.0034,.80355597,4,12
219,1999,M,50,1995,1,0,5232.6655,.30401185,2,12
219,2006,M,57,1995,1,0,55827.703,.030919103,1,12
220,2010,M,61,2010,1,1,73520.609,.45007822,4,13
220,2011,M,62,2010,1,1,11345.614,.34945798,2,13
221,1995,M,45,1995,5,1,31517.143,.66033483,1,16
221,1997,M,47,1995,5,1,69891.727,.71996909,2,16
221,1998,M,48,1995,5,1,138112.31,.9118287,1,16
221,2001,M,51,1995,5,1,22647.209,.80876458,4,16
221,2004,M,54,1995,5,1,61829.152,.430457,2,16
222,1995,M,44,1995,2,0,58797.027,.37168485,4,15
222,2009,M,58,1995,2,0,12035.134,.76321822,3,15
222,2010,M,59,1995,2,0,137863.34,.89736301,2,15
223,1995,M,43,1995,5,0,66923.305,.38458657,2,15
223,1999,M,47,1995,5,0,85540.867,.20271674,2,15
224,1997,M,45,1995,4,1,11816.728,.66759467,1,15
224,1998,M,46,1995,4,1,29001.104,.56231177,2,15
224,1999,M,47,1995,4,1,16375.925,.79955959,1,15
225,1996,M,43,1995,5,0,127636.49,.64483654,4,17
225,2000,M,47,1995,5,0,92070.133,.8420133,3,17
225,2002,M,49,1995,5,0,65663.844,.46340689,2,17
226,1995,M,40,1995,4,0,192262.25,.48425874,4,16
226,1997,M,42,1995,4,0,27507.65,.59578377,3,16
226,2003,M,48,1995,4,0,33707.297,.5352636,4,16
226,2005,M,50,1995,4,0,64022.262,.8214826,1,16
226,2008,M,53,1995,4,0,66017.156,.022263769,4,16
227,2003,M,47,2003,2,1,102842.34,.80994236,4,15
227,2008,M,52,2003,2,1,22442.262,.37677512,1,15
227,2010,M,54,2003,2,1,12053.482,.88344336,3,15
228,1996,M,39,1995,4,0,17116.535,.79062146,3,13
228,2000,M,43,1995,4,0,13963.583,.18687376,2,13
228,2003,M,46,1995,4,0,85342.813,.7819826,4,13
228,2004,M,47,1995,4,0,36071.34,.39954379,2,13
228,2008,M,51,1995,4,0,16530.262,.10226662,3,13
229,1997,M,40,1995,5,0,216462.67,.58667195,1,18
229,2000,M,43,1995,5,0,190844.16,.21555704,1,18
230,1995,M,37,1995,4,0,142282.77,.98946559,2,17
230,1996,M,38,1995,4,0,21220.801,.12374219,2,17
230,2003,M,45,1995,4,0,92500.664,.90996534,4,17
230,2008,M,50,1995,4,0,248534.91,.031934123,2,17
230,2010,M,52,1995,4,0,30868.998,.58673877,2,17
231,2000,M,41,1998,2,0,33619.871,.53015995,2,15
231,2009,M,50,1998,2,0,91570.852,.81322521,2,15
231,2011,M,52,1998,2,0,44757.805,.75323999,3,15
232,1999,M,55,1995,1,0,78340.461,.90447605,4,18
232,2001,M,57,1995,1,0,104902.33,.17722426,3,18
233,2001,M,39,2001,1,0,291222.69,.43877596,3,23
233,2002,M,40,2001,1,0,821354.13,.87217301,1,23
234,2002,M,52,2002,5,0,108789.14,.22892363,2,16
234,2003,M,53,2002,5,0,25364.473,.049577985,2,16
234,2005,M,55,2002,5,0,160807.61,.9858591,3,16
235,2002,M,51,2002,1,1,5221.1333,.61996108,3,10
235,2003,M,52,2002,1,1,9703.0693,.066862807,4,10
235,2008,M,57,2002,1,1,7113.001,.54258668,1,10
236,1997,M,46,1995,2,1,11051.705,.46299541,1,13
236,1999,M,48,1995,2,1,131680.55,.73210758,2,13
236,2006,M,55,1995,2,1,4647.4526,.75723636,2,13
236,2008,M,57,1995,2,1,9876.2441,.28556147,3,13
237,2000,M,45,1997,1,0,152592.34,.10987838,1,19
237,2001,M,46,1997,1,0,883372,.60317099,3,19
237,2002,M,47,1997,1,0,65993.078,.47436237,1,19
238,2002,M,45,2001,1,0,91237.695,.71469176,1,16
238,2006,M,49,2001,1,0,412096,.35585678,3,16
239,2007,M,44,2005,4,0,224140.77,.64148057,1,19
239,2009,M,46,2005,4,0,41236.582,.067477331,1,19
240,1995,M,32,1995,1,0,525731.13,.82512796,3,15
240,1999,M,36,1995,1,0,78733.523,.31286806,3,15
240,2000,M,37,1995,1,0,43797.313,.48603252,2,15
240,2005,M,42,1995,1,0,73452.32,.22512129,2,15
240,2007,M,44,1995,1,0,133868,.71674871,1,15
241,2001,M,37,1995,4,0,17064.342,.60866231,3,15
241,2003,M,39,1995,4,0,15390.298,.6169973,1,15
241,2006,M,42,1995,4,0,44018.559,.76944286,1,15
241,2007,M,43,1995,4,0,41612.121,.90478396,4,15
241,2011,M,47,1995,4,0,238656.56,.81171334,3,15
242,1995,M,30,1995,2,1,81668.68,.99141526,4,12
242,1997,M,32,1995,2,1,20545.471,.25170124,3,12
242,2001,M,36,1995,2,1,14297.95,.10853252,1,12
243,1999,M,58,1995,1,0,98857.938,.4406631,3,18
243,2004,M,63,1995,1,0,119931.52,.23082592,3,18
244,1997,M,52,1995,1,1,47814.063,.3371976,2,11
244,1998,M,53,1995,1,1,8601.5596,.5540297,3,11
245,1996,M,51,1995,3,0,66645.063,.65453517,3,13
245,1997,M,52,1995,3,0,113332.23,.19311459,2,13
246,1996,M,46,1995,4,1,47247.91,.24045208,3,14
246,1999,M,49,1995,4,1,20758.652,.99675411,2,14
246,2001,M,51,1995,4,1,4658.1431,.19596601,2,14
247,1996,M,44,1995,1,0,43425.965,.92969662,2,14
247,1999,M,47,1995,1,0,30490.883,.22852874,1,14
247,2004,M,52,1995,1,0,89544.648,.20517302,4,14
247,2009,M,57,1995,1,0,32227.713,.26583219,1,14
247,2011,M,59,1995,1,0,6437.4287,.7465781,3,14
248,1996,M,43,1995,5,0,169378.59,.5211724,3,19
248,2001,M,48,1995,5,0,732913.31,.032858618,3,19
248,2003,M,50,1995,5,0,115405.95,.043673445,2,19
249,2006,M,52,2004,5,0,184549.88,.058758374,4,18
249,2008,M,54,2004,5,0,150531.97,.15380093,2,18
249,2009,M,55,2004,5,0,617368.88,.39337665,2,18
249,2011,M,57,2004,5,0,148307.05,.33686787,2,18
250,2000,M,43,1999,1,1,21046.484,.071138658,3,12
250,2001,M,44,1999,1,1,32866.09,.24624586,2,12
250,2002,M,45,1999,1,1,68893.328,.98217875,3,12
251,2008,M,50,2006,4,1,11874.899,.9419511,2,11
251,2010,M,52,2006,4,1,8189.939,.026679818,3,11
252,2001,M,42,1995,2,0,12793.935,.67803347,3,17
252,2005,M,46,1995,2,0,66157.68,.38373822,3,17
252,2006,M,47,1995,2,0,80237.688,.92348891,1,17
252,2011,M,52,1995,2,0,29415.4,.23706064,3,17
253,1996,M,37,1995,2,0,17273.314,.040806651,2,15
253,1998,M,39,1995,2,0,166317.8,.82244825,3,15
253,2000,M,41,1995,2,0,115658.77,.75586075,3,15
253,2003,M,44,1995,2,0,20386.113,.35302266,4,15
253,2004,M,45,1995,2,0,43580.207,.4577058,2,15
253,2007,M,48,1995,2,0,276411.88,.77835298,3,15
254,1998,M,38,1996,2,1,30288.551,.76106715,1,16
254,2007,M,47,1996,2,1,25082.684,.69222552,3,16
255,1999,M,38,1999,2,0,121638.15,.82318366,3,16
255,2003,M,42,1999,2,0,106329.92,.27038243,4,16
255,2011,M,50,1999,2,0,38768.016,.59812772,2,16
256,2003,M,38,2003,1,0,32124.229,.32603171,2,16
256,2007,M,42,2003,1,0,93435.922,.35895839,3,16
257,1996,M,53,1996,1,1,7850.8496,.82925433,3,13
257,2001,M,58,1996,2,1,43847.172,.33094114,1,13
258,2003,M,57,2000,4,1,33264.016,.64544076,2,15
258,2004,M,58,2000,4,1,6996.9424,.69679385,3,15
259,1995,M,40,1995,2,0,24639.301,.14728862,3,16
259,1997,M,42,1995,2,0,228433.25,.90043277,2,16
259,2006,M,51,1995,2,0,138544.73,.43177548,1,16
260,2005,M,48,2005,1,1,3860.426,.47114947,4,11
260,2006,M,49,2005,1,1,31326.873,.82576084,3,11
261,2000,M,40,2000,5,0,13097.776,.73016286,1,15
261,2002,M,42,2000,5,0,41814.828,.38998073,4,15
261,2003,M,43,2000,5,0,21705.359,.44008088,4,15
261,2006,M,46,2000,5,0,20104.555,.67501688,1,15
261,2011,M,51,2000,5,0,78699.266,.61195505,3,15
262,2003,M,39,2001,4,1,84297.109,.73810226,2,12
262,2005,M,41,2001,4,1,29575.85,.54515606,1,12
263,1996,M,32,1995,1,0,82753.672,.3714959,1,17
263,1998,M,34,1995,1,0,44782.898,.23396151,3,17
264,2002,M,50,2002,3,1,13058.221,.62436253,3,14
264,2003,M,51,2002,3,1,64610.375,.58547354,3,14
265,1999,M,45,1995,4,0,99184.75,.95447505,3,14
265,2003,M,49,1995,4,0,8796.4453,.24708426,3,14
265,2004,M,50,1995,4,0,45778.016,.38544416,3,14
265,2007,M,53,1995,4,0,47557.016,.9271819,3,14
266,2004,M,46,1996,5,0,23392.9,.98048365,3,16
266,2005,M,47,1996,5,0,83471.82,.08671134,4,16
266,2007,M,49,1996,5,0,125741.11,.37743434,3,16
266,2011,M,53,1996,5,0,20790.68,.69566846,2,16
267,1996,M,38,1995,2,0,38044.328,.74224484,2,13
267,2003,M,45,1995,2,0,22718.859,.14792177,2,13
268,1995,M,37,1995,1,1,25933.406,.47010493,2,17
268,2003,M,45,1995,1,1,101426.63,.023565505,1,17
268,2006,M,48,1995,1,1,81960.734,.51678568,2,17
268,2008,M,50,1995,1,1,127829.8,.39456043,3,17
269,1995,M,37,1995,2,0,87036.148,.40215948,2,18
269,1997,M,39,1995,2,0,187827.41,.1327872,2,18
269,2000,M,42,1995,2,0,197812.48,.061008174,4,18
269,2011,M,53,1995,2,0,137616.81,.13890633,3,18
270,2005,M,44,2001,2,0,12826.337,.50393671,2,11
270,2007,M,46,2001,2,0,8084.917,.86439502,3,11
271,1996,M,32,1995,5,1,20153,.76463044,3,13
271,1999,M,35,1995,5,1,29954.783,.67318374,1,13
271,2002,M,38,1995,5,1,60223.035,.6349079,4,13
271,2008,M,44,1995,5,1,5133.0415,.95449173,2,13
272,1995,M,29,1995,5,0,38656.02,.47797745,1,17
272,1999,M,33,1995,5,0,42680.605,.12517342,3,17
272,2006,M,40,1995,5,0,43830.691,.42818812,4,17
272,2008,M,42,1995,5,0,128901.73,.0076025282,3,17
273,1996,M,51,1995,4,0,16497.15,.50644338,1,15
273,1997,M,52,1995,4,0,35908.906,.85554069,2,15
273,2001,M,56,1995,4,0,42204.742,.3137418,2,15
273,2004,M,59,1995,4,0,46601.832,.076818638,2,15
274,2003,M,52,1995,2,0,2182734.3,.39092451,3,19
274,2009,M,58,1995,2,0,2362049.8,.45424849,4,19
274,2011,M,60,1995,2,0,88369.047,.38601202,2,19
275,1995,M,44,1995,2,0,62228.5,.71605498,2,16
275,2003,M,52,1995,2,0,149805.5,.3080813,3,16
275,2004,M,53,1995,2,0,64517.773,.80545896,4,16
276,1996,M,44,1995,4,1,7179.6426,.41648063,1,13
276,2000,M,48,1995,4,1,261829.47,.27756652,2,13
276,2005,M,53,1995,4,1,7808.5288,.66457027,2,13
276,2008,M,56,1995,4,1,13432.837,.093290292,4,13
277,2008,M,49,1999,1,0,20746.332,.50602579,2,16
277,2010,M,51,1999,1,0,99066.867,.36666465,3,16
278,2004,M,43,2000,4,1,674372.5,.48631203,4,17
278,2005,M,44,2000,4,1,54987.316,.51061642,3,17
278,2007,M,46,2000,4,1,21137.783,.081912294,4,17
278,2008,M,47,2000,4,1,11637.47,.40844941,4,17
278,2011,M,50,2000,4,1,46289.332,.70114869,1,17
279,1995,M,43,1995,4,0,110026.9,.96415752,3,17
279,1997,M,45,1995,4,0,257828.55,.2972607,2,17
279,1999,M,47,1995,4,0,81013.938,.3396256,4,17
279,2000,M,48,1995,4,0,471038.91,.72771835,3,17
279,2004,M,52,1995,4,0,32881.203,.74148583,1,17
279,2005,M,53,1995,4,0,79591.25,.35044387,1,17
280,1997,M,39,1995,2,0,748761.25,.61593372,4,18
280,1998,M,40,1995,2,0,268989.75,.80549765,3,18
280,1999,M,41,1995,2,0,40159.465,.58506268,3,18
280,2000,M,42,1995,2,0,491414.19,.6730926,2,18
281,2001,M,51,1995,5,0,119215.31,.069798894,2,16
281,2002,M,52,1995,5,0,62204.598,.22027713,4,16
281,2003,M,53,1995,5,0,21329.848,.65620875,1,16
282,2001,M,50,2001,1,0,34801.426,.86146456,2,15
282,2004,M,53,2001,1,0,213381.72,.60302591,3,15
283,2001,M,49,1997,4,0,413933,.22137082,2,20
283,2002,M,50,1997,4,0,47740.715,.6680162,3,20
