article_id,comment_author,comment_counter,comment_text,njudgements_constructiveness_expt,njudgements_toxicity_expt,agree_constructiveness_expt,agree_toxicity_expt,constructive,crowd_toxicity_level,has_content,crowd_discard,constructive_characteristics,non_constructive_characteristics,toxicity_characteristics,crowd_comments_constructiveness_expt,crowd_comments_toxicity_expt,other_con_chars,other_noncon_chars,other_toxic_chars,constructive_binary,pp_comment_text
8981162,5449,source1_8981162_65,Densification can also lead to a loss of democracy as large swaths of land increasingly end up in the hands of the 1% and the state which itself gets controlled by the 1%.,5.0,5.0,0.4,0.4,0.0,1.0,"



","



",no_con:5,"no_non_con:3
non_relevant:1
unsubstantial:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,Densification can also lead to a loss of democracy as large swaths of land increasingly end up in the hands of the 1 % and the state which itself gets controlled by the 1 % .
24565777,5450,source1_24565777_66,Maybe Harpers been talking to Jim Prentice.,5.0,5.0,0.5,0.7,0.0,1.0,"



","



",no_con:5,"non_relevant:4
no_non_con:1
unsubstantial:1",no_toxic:5,"



","



","



","



","



",0.0,Maybe Harpers been talking to Jim Prentice .
28423438,1644,source1_28423438_110,"These projects need to make economic and environmental sense for everyone affected, in whatever province they live, without bringing notions of patriotism or guilt into the discussion.",5.0,5.0,0.5,0.6,0.0,1.0,"



","



","no_con:4
evidence:1","no_non_con:2
unsubstantial:1
provocative:1
non_relevant:1",no_toxic:5,"



","



","



","



","



",0.0,"These projects need to make economic and environmental sense for everyone affected , in whatever province they live , without bringing notions of patriotism or guilt into the discussion ."
28423438,2727,source1_28423438_96,Big Oil vs little ole Quebec. Should be fascinating theatrics.,5.0,5.0,0.6,0.6,0.0,1.0,"



","



","no_con:5
solution:1
specific_points:1
evidence:1
personal_story:1
dialogue:1","no_non_con:3
unsubstantial:3
non_relevant:1
no_respect:1
sarcastic:1
provocative:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,Big Oil vs little ole Quebec . Should be fascinating theatrics .
30089817,5451,source1_30089817_167,'Absolute power corrupts absolutely.' Even strong personalities are victims of power and JT isn't exactly strong or bright and obviously has very little impulse control. I guess I'm describing a child aren't I?,6.0,5.0,0.25,0.8,0.0,1.0,"



","



",no_con:6,"unsubstantial:4
no_non_con:2
non_relevant:1",no_toxic:5,"




","



","




","




","



",0.0,Absolute power corrupts absolutely . Even strong personalities are victims of power and JT isnt exactly strong or bright and obviously has very little impulse control . I guess Im describing a child arent I ?
30089817,5159,source1_30089817_250,too much energy spent on this episode...,5.0,5.0,0.4,0.7,0.0,1.0,"



","



","no_con:4
specific_points:1","no_non_con:2
unsubstantial:1
sarcastic:1
non_relevant:1","no_toxic:3
personal_attack:1
embarrassment:1","



","



","



","



","



",0.0,too much energy spent on this episode ...
27616741,2801,source1_27616741_101,"The very wealthy also receive OAS, should that be treated in the same manner as child benefit ?",5.0,5.0,0.3,0.6,0.0,1.0,"



","



","no_con:4
personal_story:2
solution:1
specific_points:1
evidence:1
dialogue:1","no_non_con:3
unsubstantial:2
provocative:2
non_relevant:1
no_respect:1
sarcastic:1",no_toxic:5,"



","



","



","



","



",0.0,"The very wealthy also receive OAS , should that be treated in the same manner as child benefit ?"
27616741,2653,source1_27616741_25,Being hypocritical does matter ; taxpayers notice .,5.0,5.0,0.4,0.6,0.0,1.0,"



","



",no_con:5,"unsubstantial:2
non_relevant:2
no_non_con:1
provocative:1",no_toxic:5,"



","



","



","



","



",0.0,Being hypocritical does matter ; taxpayers notice .
27616741,5452,source1_27616741_95,Thanks Marsha. Enough said.,5.0,5.0,0.6,0.4,0.0,1.0,"



","



",no_con:5,"no_non_con:2
unsubstantial:2
non_relevant:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,Thanks Marsha . Enough said .
27616741,950,source1_27616741_92,I thought Lisa Raitt and Rona Ambrose looked curiously flat-footed and silly on this issue.,5.0,5.0,0.6,0.4,0.0,1.0,"



","



","no_con:4
evidence:1","unsubstantial:2
no_non_con:1
provocative:1
non_relevant:1",no_toxic:5,"



","



","



","



","



",0.0,I thought Lisa Raitt and Rona Ambrose looked curiously flat-footed and silly on this issue .
12044933,4773,source1_12044933_23,One of these men is in WAY over his head... The other is in hiding. See pic: www.thestar.com/news/gta/2011/08/03/rob_ford_barbecue_has_surprise_guest_fishing_partner_stephen_harper.html,5.0,5.0,0.3,0.7,0.0,1.0,"



","



",no_con:5,"no_non_con:2
non_relevant:2
unsubstantial:2",no_toxic:5,"



","



","



","



","



",0.0,One of these men is in WAY over his head ... The other is in hiding . See pic : www.thestar.com/news/gta/2011/08/03/rob_ford_barbecue_has_surprise_guest_fishing_partner_stephen_harper.html
12044933,386,source1_12044933_96,"Well, I do not agree. The assertion was beyond contempt and that is how the Mayor treated it.",5.0,5.0,0.2,0.7,0.0,1.0,"



","



",no_con:5,"no_non_con:2
non_relevant:2
unsubstantial:2","no_toxic:4
personal_attack:1","



","



","



","



","



",0.0,"Well , I do not agree . The assertion was beyond contempt and that is how the Mayor treated it ."
12044933,1792,source1_12044933_83,Ford and Flaherty are friends? This explains so much!,5.0,5.0,0.6,0.5,0.0,1.0,"



","



",no_con:5,"unsubstantial:3
no_non_con:1
non_relevant:1",no_toxic:5,"



","



","



","



","



",0.0,Ford and Flaherty are friends ? This explains so much !
12044933,384,source1_12044933_13,"Wow. Doug Frod just called a news conference, said he supports his brother, and left without taking questions. Full spectrum implosion.",5.0,5.0,0.6,0.8,0.0,1.0,"



","



","no_con:3
personal_story:1
evidence:1","no_non_con:2
no_respect:1
provocative:1
unsubstantial:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,"Wow . Doug Frod just called a news conference , said he supports his brother , and left without taking questions . Full spectrum implosion ."
32032676,894,source1_32032676_43,More wishful thinking coming from G&M. Boring...,5.0,5.0,0.5,0.6,0.0,1.0,"



","



","no_con:4
evidence:1","non_relevant:2
provocative:2
no_respect:1
unsubstantial:1
no_non_con:1",no_toxic:5,"



","



","



","



","



",0.0,More wishful thinking coming from G & M . Boring ...
32032676,2294,source1_32032676_65,Hillary Clinton has the rare and rightfully glorified talent to tell the truth even she lies. I find this incredibly aspirational.,5.0,5.0,0.1,1.0,0.0,1.0,"



","



","no_con:4
dialogue:1","no_respect:3
unsubstantial:3
no_non_con:2
non_relevant:1",no_toxic:5,"



","



","



","



","



",0.0,Hillary Clinton has the rare and rightfully glorified talent to tell the truth even she lies . I find this incredibly aspirational .
32032676,535,source1_32032676_82,Is there anything Trump can do or say in the debate to lose support? Say the G&M is a great newspaper. Then everyone would know he was lying.,5.0,5.0,0.2,0.8,0.0,1.0,"



","



",no_con:5,"provocative:2
unsubstantial:2
sarcastic:1
no_respect:1",no_toxic:5,"



","



","



","



","



",0.0,Is there anything Trump can do or say in the debate to lose support ? Say the G & M is a great newspaper . Then everyone would know he was lying .
19047636,147,source1_19047636_159,"you better hope its a minority government, otherwise you just endorsed the tea party.",5.0,5.0,0.2,0.5,0.0,1.0,"



","



","no_con:3
personal_story:1
solution:1","no_respect:2
provocative:1
unsubstantial:1
no_non_con:1
non_relevant:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,"you better hope its a minority government , otherwise you just endorsed the tea party ."
19047636,1007,source1_19047636_428,The PC's is the only party that is serious about reducing the debt and the deficit.,5.0,5.0,0.3,0.7,0.0,1.0,"



","



","evidence:2
no_con:2
dialogue:1","unsubstantial:3
no_respect:2
no_non_con:1
non_relevant:1",no_toxic:5,"



","



","



","



","



",0.0,The PCs is the only party that is serious about reducing the debt and the deficit .
19047636,2220,source1_19047636_101,The Boys Of Bay Street go with Tea Party Tim? Imagine my shock :),5.0,5.0,0.4,0.5,0.0,1.0,"



","



",no_con:5,"non_relevant:2
unsubstantial:2
no_non_con:2",no_toxic:5,"



","



","



","



","



",0.0,The Boys Of Bay Street go with Tea Party Tim ? Imagine my shock : )
19047636,112,source1_19047636_324,"The Globe and Mail has chosen clumsiness, bad political instincts, and unelectability, over corruption, cynical dishonesty, and gross ineptitude. I suppose this is a simple case of choosing the least bad option.",5.0,5.0,0.1,0.5,0.0,1.0,"



","



","no_con:3
personal_story:1
evidence:1","non_relevant:2
unsubstantial:2
sarcastic:1
no_non_con:1
provocative:1",no_toxic:5,"



","



","



","



","



",0.0,"The Globe and Mail has chosen clumsiness , bad political instincts , and unelectability , over corruption , cynical dishonesty , and gross ineptitude . I suppose this is a simple case of choosing the least bad option ."
19047636,5453,source1_19047636_83,Astounding. I thought more highly of this newspaper than to endorse the backwards policies of a Harris-era conservative. I'll be cancelling my subscription.,5.0,5.0,0.5,0.4,0.0,1.0,"



","



","no_con:4
specific_points:1","unsubstantial:2
sarcastic:1
provocative:1
no_non_con:1",no_toxic:5,"



","



","



","



","



",0.0,Astounding . I thought more highly of this newspaper than to endorse the backwards policies of a Harris-era conservative . Ill be cancelling my subscription .
19047636,2036,source1_19047636_142,"The Globe always finds a way to endorse the Conservatives. In the end, its wealthy owners just want lower taxes.",5.0,5.0,0.4,0.7,0.0,1.0,"



","



","personal_story:3
no_con:2","sarcastic:3
non_relevant:1
no_respect:1
unsubstantial:1",no_toxic:5,"



","



","



","



","



",0.0,"The Globe always finds a way to endorse the Conservatives . In the end , its wealthy owners just want lower taxes ."
19193195,402,source1_19193195_107,Now way I want Harper to stay!! The unions' coup d'état in last week's Ontario election alarms me and now they've set their eyes on Ottawa with their boy-hero Justin Trudeau.,5.0,5.0,0.2,0.8,0.0,1.0,"



","



","no_con:3
dialogue:1
solution:1","no_respect:3
non_relevant:2
unsubstantial:2
provocative:1",no_toxic:5,"



","



","



","



","



",0.0,Now way I want Harper to stay ! ! The unions coup détat in last weeks Ontario election alarms me and now theyve set their eyes on Ottawa with their boy-hero Justin Trudeau .
19193195,5454,source1_19193195_62,I think Harper just wants one final Canada Day as PM before announcing his retirement.,5.0,5.0,0.4,0.5,0.0,1.0,"



","



","no_con:3
evidence:1
specific_points:1
personal_story:1","sarcastic:2
unsubstantial:1
no_non_con:1
non_relevant:1",no_toxic:5,"



","



","



","



","



",0.0,I think Harper just wants one final Canada Day as PM before announcing his retirement .
19193195,2048,source1_19193195_11,Messiah's can't just resign. And the rapture is only a couple of years away.,5.0,5.0,0.2,1.0,0.0,1.0,"



","



","no_con:4
specific_points:1","unsubstantial:3
no_non_con:2
no_respect:1",no_toxic:5,"



","



","



","



","



",0.0,Messiahs cant just resign . And the rapture is only a couple of years away .
19193195,3198,source1_19193195_41,Stephen Harper is the ultimate Ottawa power broker.,5.0,5.0,0.5,0.5,0.0,1.0,"



","



","no_con:3
evidence:1
dialogue:1","unsubstantial:3
sarcastic:1
no_non_con:1
no_respect:1","no_toxic:4
inflammatory:1","



","



","



","



","



",0.0,Stephen Harper is the ultimate Ottawa power broker .
19193195,522,source1_19193195_105,"LOL. Larry still trying. After 873 straight columns with his buddy Jeffrey trying to convince everyone that Harper is bad, Liberal = good. Maybe this one will stick. But I doubt it.",5.0,5.0,0.3,0.6,0.0,1.0,"



","



","no_con:4
dialogue:1","provocative:3
non_relevant:1
sarcastic:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,"LOL . Larry still trying . After 873 straight columns with his buddy Jeffrey trying to convince everyone that Harper is bad , Liberal = good . Maybe this one will stick . But I doubt it ."
19193195,1295,source1_19193195_22,The sooner Harper goes the better. The sooner the Conservatives go the better. Enough!!!!!!!!!!!,5.0,5.0,0.4,0.5,0.0,1.0,"



","



","no_con:3
dialogue:1
solution:1","unsubstantial:3
no_non_con:2","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,The sooner Harper goes the better . The sooner the Conservatives go the better . Enough ! ! ! ! ! ! ! ! ! ! !
19193195,1966,source1_19193195_68,Always look to a Liberal partisan to give the Conservatives advice. What we really need is a a reckless Federal Liberal government to complement Ontario's fiscal irresponsibility.,5.0,5.0,0.4,0.8,0.0,1.0,"



","



","no_con:4
specific_points:1","no_respect:2
unsubstantial:2
provocative:1
no_non_con:1",no_toxic:5,"



","



","



","



","



",0.0,Always look to a Liberal partisan to give the Conservatives advice . What we really need is a a reckless Federal Liberal government to complement Ontarios fiscal irresponsibility .
19193195,5455,source1_19193195_103,He's going to run again and he's going to win again.,5.0,5.0,0.2,0.4,0.0,1.0,"



","



",no_con:5,"unsubstantial:3
no_non_con:2
non_relevant:1
no_respect:1",no_toxic:5,"



","



","



","



","



",0.0,Hes going to run again and hes going to win again .
20584451,341,source1_20584451_77,This comment board confirms her third paragraph.,5.0,5.0,0.4,0.7,0.0,1.0,"



","



","no_con:3
dialogue:2","unsubstantial:3
sarcastic:1
no_respect:1
non_relevant:1
provocative:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,This comment board confirms her third paragraph .
20584451,1975,source1_20584451_82,"No one is denying 'climate', it's been going on for a long time.",5.0,5.0,0.2,0.5,0.0,1.0,"



","



","dialogue:2
no_con:1
evidence:1
personal_story:1
specific_points:1","no_non_con:3
sarcastic:1
no_respect:1
unsubstantial:1",no_toxic:5,"



","



","



","



","



",0.0,"No one is denying climate , its been going on for a long time ."
28494689,4790,source1_28494689_138,Best TV news stations are OMNI and Al Jazeera and BBC World.,5.0,5.0,0.1,0.7,0.0,1.0,"



","



","no_con:3
personal_story:2","unsubstantial:3
no_respect:2
non_relevant:1
sarcastic:1",no_toxic:5,"



","



","



","



","



",0.0,Best TV news stations are OMNI and Al Jazeera and BBC World .
28494689,950,source1_28494689_94,People no longer believe in our national newspapers after their multiple endorsements of the most odious government in the history of Canada.,5.0,5.0,0.4,0.6,0.0,1.0,"



","



","no_con:2
dialogue:2
personal_story:1","unsubstantial:3
no_non_con:2
non_relevant:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,People no longer believe in our national newspapers after their multiple endorsements of the most odious government in the history of Canada .
